study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB3366	SAMEA1573165	ERS185026	ERX163097	ERR188396	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	5d6e38b60de1d61571b62fdd0f333dbb;e04f39722e3395768ef555e331f926ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188396/ERR188396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12383.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12383.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12383.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12383.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188396	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188396		
PRJEB3366	SAMEA1573473	ERS185394	ERX162938	ERR188397	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	e926084cfeb500cfd970b95a21e0b52b;ff00f0ccbc1f0f110210cf91e597d6f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188397/ERR188397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188397/ERR188397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188397/ERR188397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188397/ERR188397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00271.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00271.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00271.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00271.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188397	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188397		
PRJEB3366	SAMEA1573481	ERS185022	ERX162712	ERR188398	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ebd43fd427ddac697152b771c23fb31f;1b7208447940418876b0da5e76d3451f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188398/ERR188398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20535.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20535.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20535.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20535.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188398	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188398		
PRJEB3366	SAMEA1573472	ERS185159	ERX162906	ERR188399	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0fa7c50181169755cd861fad9aa9568c;f3b93a85814b0836e686e0bc3aba66cb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188399/ERR188399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188399/ERR188399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188399/ERR188399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188399/ERR188399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20531.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20531.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20531.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20531.4.M_120208_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188399	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188399		
PRJEB3366	SAMEA1573231	ERS185201	ERX163116	ERR188400	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	e3605506e14d5719e50a73405a9fd624;bbaf0bc07eb87c287b5af647f533db5e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188400/ERR188400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00188.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00188.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00188.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00188.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188400	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188400		
PRJEB3366	SAMEA1573522	ERS185234	ERX163133	ERR188401	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	e960ae7c9162cf14d8358595a5724ec8;62fff9878f9df778cd9d54e976ba0db2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188401/ERR188401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188401/ERR188401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188401/ERR188401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188401/ERR188401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00141.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00141.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00141.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00141.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188401	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188401		
PRJEB3366	SAMEA1573268	ERS185181	ERX162937	ERR188402	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	4a3cd657462bf5735cf7ba3145d4a3c3;b32462c6daabc0cef14d14651050b563	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188402/ERR188402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188402/ERR188402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188402/ERR188402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188402/ERR188402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20581.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20581.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20581.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20581.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188402	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188402		
PRJEB3366	SAMEA1573521	ERS185429	ERX163081	ERR188403	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	51c6a61d7a8ce51cc3c5a9b1c26cf76c;f620a5a9b15ff16e910ac5f6ca776a92	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188403/ERR188403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188403/ERR188403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188403/ERR188403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188403/ERR188403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00131.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00131.2.M_111215_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00131.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00131.2.M_111215_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188403	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188403		
PRJEB3366	SAMEA1573282	ERS185058	ERX162782	ERR188404	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	22a4592a2111604412500369ee590fff;70e8e806c9b4adef4296837bd734e305	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188404/ERR188404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188404/ERR188404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188404/ERR188404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188404/ERR188404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12750.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12750.2.M_111216_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12750.2.M_111216_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12750.2.M_111216_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188404	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188404		
PRJEB3366	SAMEA1573460	ERS185178	ERX162778	ERR188405	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	971ea6298ebe1feff302d3d17afbedb4;76edf1ad2688a0715a7f712fd896f43b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188405/ERR188405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188405/ERR188405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188405/ERR188405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188405/ERR188405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20799.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20799.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20799.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20799.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188405	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188405		
PRJEB3366	SAMEA1573387	ERS185459	ERX163102	ERR188406	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	bd736315b4ecf1b441202a54910b7cf5;8659f6532b7ace33299de723d993da43	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188406/ERR188406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188406/ERR188406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188406/ERR188406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188406/ERR188406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20828.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20828.2.M_111216_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20828.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20828.2.M_111216_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188406	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188406		
PRJEB3366	SAMEA1573153	ERS185025	ERX162711	ERR188407	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	1467a0598a473af6672ebc01979ff0d3;4536ac445ab54187aed58de54983a524	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188407/ERR188407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG01790.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG01790.3.M_120202_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG01790.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG01790.3.M_120202_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188407	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188407		
PRJEB3366	SAMEA1573094	ERS185427	ERX162968	ERR188408	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	d2b7d4763ae409cbbf0f09dc06538ee0;53750f293a5c8d6f2a79518df2e016e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188408/ERR188408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188408/ERR188408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188408/ERR188408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188408/ERR188408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20810.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20810.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20810.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20810.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188408	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188408		
PRJEB3366	SAMEA1573243	ERS185101	ERX162868	ERR188409	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	f07f299de263964511203f1a0a1f5432;b96f1592d5d9465b591258795b1d3ae9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188409/ERR188409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18923.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18923.2.M_111216_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18923.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA18923.2.M_111216_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188409	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188409		
PRJEB3366	SAMEA1573433	ERS185353	ERX162907	ERR188410	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	2611b9fbc7de5f39d095c571bb6da789;92cde42d22dab6eed7803e2aad996255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188410/ERR188410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188410/ERR188410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188410/ERR188410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188410/ERR188410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12156.4.M_120208_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12156.4.M_120208_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12156.4.M_120208_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12156.4.M_120208_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188410	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188410		
PRJEB3366	SAMEA1573092	ERS185501	ERX162848	ERR188411	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0df0d7dddfbcbced60b2b4177897fcbf;372235b00c6201f296145f333f48c29d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188411/ERR188411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188411/ERR188411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188411/ERR188411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188411/ERR188411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00243.4.M_120208_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00243.4.M_120208_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00243.4.M_120208_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00243.4.M_120208_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188411	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188411		
PRJEB3366	SAMEA1573512	ERS185235	ERX162744	ERR188412	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	c0e2b483a2c8f2bad3e63e68c755ebea;1e2aaedc4ad76194d574d073a055606c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188412/ERR188412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188412/ERR188412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188412/ERR188412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188412/ERR188412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00129.4.M_120208_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00129.4.M_120208_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00129.4.M_120208_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00129.4.M_120208_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188412	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188412		
PRJEB3366	SAMEA1573184	ERS185244	ERX163153	ERR188413	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	381503472d529a371ce37d7f3fe5ffb7;df84fb9a4f9b9d4658432fd5bad0b975	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188413/ERR188413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12890.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12890.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12890.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12890.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188413	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188413		
PRJEB3366	SAMEA1573114	ERS185386	ERX162766	ERR188414	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	4a9ae2ea49c5350effc4fadd48328215;4ecb7dd0d1c0121d3863cf0328ae1135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188414/ERR188414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188414/ERR188414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188414/ERR188414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188414/ERR188414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12043.2.M_120127_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12043.2.M_120127_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12043.2.M_120127_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12043.2.M_120127_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188414	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188414		
PRJEB3366	SAMEA1573486	ERS185060	ERX162961	ERR188415	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	d7469ab2593a2570904e087590ac9847;5e43d58d41e675ce6e8ab76effe0973f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188415/ERR188415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188415/ERR188415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188415/ERR188415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188415/ERR188415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12058.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12058.5.M_120131_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12058.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12058.5.M_120131_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188415	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188415		
PRJEB3366	SAMEA1573303	ERS185453	ERX162815	ERR188416	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0e32bc15347b4a23eebac1ddc02fc84c;ada1452a93ec48863492b825e2c8425e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188416/ERR188416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00102.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00102.3.M_120202_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00102.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00102.3.M_120202_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188416	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188416		
PRJEB3366	SAMEA1573082	ERS185187	ERX162878	ERR188417	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ecaa740be1d40031c269d9f092112d14;43f0ca2ae7923bc6e1a6a4e4a3a8b40b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188417/ERR188417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00327.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00327.3.M_120202_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00327.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00327.3.M_120202_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188417	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188417		
